,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,Rush Hour,traffic_volume,prediction
2118,,271.58,0.0,0.0,90,4,0,3602,2508.3732361667635
2119,,272.02,0.0,0.0,90,4,0,3781,2516.6346354945226
2120,,272.02,0.0,0.0,90,3,0,3781,2677.975500358817
2121,,272.02,0.0,0.0,90,2,0,3781,2839.3163652231115
2122,,273.29,0.0,0.0,90,4,0,4037,2540.4800380996467
2123,,273.15,0.0,0.0,90,4,0,4166,2537.851411040813
2124,,273.65,0.0,0.0,90,1,0,4671,3031.261959415241
2125,,273.55,0.0,0.0,90,1,0,5260,3029.3843686589325
2126,,273.15,0.0,0.0,90,1,0,6420,3021.8740056336965
2127,,272.88,0.0,0.0,90,1,1,5874,4569.5212770915505
2128,,272.44,0.0,0.0,40,1,1,4400,4329.61886500897
2129,,270.87,0.0,0.0,1,1,1,3188,4119.46070018616
2130,,270.0,0.0,0.0,5,1,0,2600,2568.9401751267706
2131,,269.0,0.0,0.0,1,1,0,3415,2531.6329865432954
2132,,267.55,0.0,0.0,1,1,0,2587,2504.4079205768167
2133,,266.7,0.0,0.0,1,1,0,1144,2488.44839914819
2134,,267.08,0.0,0.0,1,1,0,591,2495.583244022164
2135,,266.94,0.0,0.0,1,1,0,376,2492.9546169633322
2136,,265.57,0.0,0.0,1,3,0,247,2144.549893873311
2137,,264.8,0.0,0.0,90,3,0,378,2542.4134477533144
2138,,263.37,0.0,0.0,40,3,0,921,2283.9228871832756
2139,,263.37,0.0,0.0,40,3,0,921,2283.9228871832756
2140,,262.26,0.0,0.0,40,3,0,2875,2263.0816297882466
2141,,262.71,0.0,0.0,90,3,0,5670,2503.1718009464576
2142,,262.0,0.0,0.0,90,3,1,6121,4042.5576730765533
2143,,263.21,0.0,0.0,75,3,1,5896,3995.784217401444
2144,,263.5,0.0,0.0,75,3,1,5343,4001.2292305947403
2145,,264.68,0.0,0.0,1,1,0,4619,2450.521065870751
2146,,266.87,0.0,0.0,40,1,0,4819,2672.320293382676
2147,,268.0,0.0,0.0,40,1,0,4879,2693.5370689289666
2148,,269.5,0.0,0.0,20,1,0,5093,2629.044525171672
2149,,269.68,0.0,0.0,20,1,0,5160,2632.4241885330284
2150,,270.53,0.0,0.0,20,1,0,5886,2648.383709961653
2151,,270.53,0.0,0.0,20,1,0,6849,2648.383709961653
2152,,270.0,0.0,0.0,20,1,1,5951,4191.149245453104
2153,,269.72,0.0,0.0,5,1,1,4637,4116.399687508993
2154,,268.55,0.0,0.0,1,1,1,3367,4075.900594639794
2155,,266.82,0.0,0.0,5,1,0,3297,2509.232789076147
2156,,264.96,0.0,0.0,5,1,0,2451,2474.309601008801
2157,,264.15,0.0,0.0,1,1,0,1790,2440.5698348623127
2158,,263.5,0.0,0.0,1,1,0,1352,2428.3654949463053
2159,,263.23,0.0,0.0,1,1,0,545,2423.2959999042714
2160,,262.66,0.0,0.0,1,1,0,368,2412.593732593311
2161,,262.23,0.0,0.0,1,1,0,260,2404.520092341183
2162,,261.65,0.0,0.0,1,1,0,344,2393.6300659545905
2163,,261.65,0.0,0.0,1,1,0,887,2393.6300659545905
2164,,261.58,0.0,0.0,1,1,0,2788,2392.3157524251747
2165,,261.08,0.0,0.0,1,1,0,5661,2382.92779864363
2166,,260.08,0.0,0.0,1,1,1,6280,3916.8686575804286
2167,,260.48,0.0,0.0,5,1,1,6042,3942.9103016260506
2168,,262.93,0.0,0.0,5,1,1,5221,3988.9112751556186
2169,,265.49,0.0,0.0,1,1,0,4669,2465.7295509968526
2170,,267.86,0.0,0.0,1,1,0,4922,2510.2284519213745
2171,,269.14,0.0,0.0,5,1,0,4946,2552.792894622514
2172,,270.29,0.0,0.0,5,1,0,5117,2574.385188320067
2173,,271.08,0.0,0.0,5,1,0,5349,2589.218155294906
2174,,271.58,0.0,0.0,1,1,0,5983,2580.0748280560647
2175,,271.51,0.0,0.0,1,1,0,6738,2578.760514526649
2176,,271.15,0.0,0.0,1,1,1,6200,4124.717954303825
2177,,270.58,0.0,0.0,1,1,1,5136,4114.015686992863
2178,,269.29,0.0,0.0,1,1,1,3509,4089.7947662364795
2179,,267.49,0.0,0.0,1,1,0,3565,2503.281366123031
2180,,266.09,0.0,0.0,40,1,0,2951,2657.6750854834663
2181,,265.75,0.0,0.0,90,1,0,2759,2882.932289666838
2182,,265.68,0.0,0.0,90,1,0,2179,2881.6179761374215
2183,,265.68,0.0,0.0,90,1,0,665,2881.6179761374215
2184,,266.29,0.0,0.0,90,1,0,415,2893.071279750907
2185,,266.01,0.0,0.0,90,1,0,300,2887.814025633241
2186,,266.15,0.0,0.0,90,1,0,389,2890.4426526920734
2187,,265.08,0.0,0.0,90,1,0,839,2870.3524315995683
2188,,264.65,0.0,0.0,75,1,0,2711,2792.7864875209934
2189,,263.29,0.0,0.0,1,3,0,5349,2101.740824629468
2190,,262.79,0.0,0.0,5,3,1,6520,3663.600918368197
2191,,262.55,0.0,0.0,1,3,1,5947,3640.56341953267
2192,,262.55,0.0,0.0,1,3,1,5947,3640.56341953267
2193,,264.94,0.0,0.0,1,3,1,5174,3685.4378386084527
2194,,267.48,0.0,0.0,1,3,0,4876,2180.411877318811
2195,,267.48,0.0,0.0,1,3,0,4876,2180.411877318811
2196,,269.88,0.0,0.0,1,1,0,5160,2548.1557851988136
2197,,271.43,0.0,0.0,1,1,0,5257,2577.258441921602
2198,,272.75,0.0,0.0,1,1,0,5602,2602.0426399048793
2199,,273.08,0.0,0.0,1,1,0,5763,2608.2386894006986
2200,,273.37,0.0,0.0,1,1,0,6001,2613.683702593995
2201,,274.01,0.0,0.0,1,1,0,6641,2625.700283434371
2202,,273.94,0.0,0.0,1,1,1,6062,4177.102736404843
2203,,273.29,0.0,0.0,40,1,1,5207,4345.578386437596
2204,,271.15,0.0,0.0,40,1,1,3864,4305.397944252585
2205,,269.51,0.0,0.0,1,1,0,3377,2541.2086994004703
2206,,268.49,0.0,0.0,1,1,0,3118,2522.0572736861204
2207,,267.62,0.0,0.0,1,1,0,2649,2505.7222341062325
2208,,266.56,0.0,0.0,1,1,0,2989,2485.8197720893577
2209,,266.8,0.0,0.0,1,1,0,1175,2490.3259899044997
2210,,266.8,0.0,0.0,75,1,0,685,2833.1546887816357
2211,,267.16,0.0,0.0,90,1,0,358,2909.406319330794
2212,,267.59,0.0,0.0,90,1,0,404,2917.4799595829218
2213,,268.16,0.0,0.0,90,1,0,696,2928.182226893883
2214,,268.58,0.0,0.0,90,1,0,1242,2936.06810807038
2215,,268.89,0.0,0.0,90,1,1,1911,4494.6054059148255
2216,,269.44,0.0,0.0,90,1,1,3100,4504.932155074524
2217,,270.51,0.0,0.0,90,4,1,4057,4040.9997815741463
2218,,271.22,0.0,0.0,75,4,0,4476,2432.1216056176063
2219,,272.48,0.0,0.0,90,4,0,4732,2525.271552973544
2220,,273.42,0.0,0.0,90,4,0,5312,2542.920906082848
2221,,274.22,0.0,0.0,75,1,0,4990,2972.4719228997565
2222,,274.08,0.0,0.0,90,2,0,5404,2877.9947348030755
2223,,274.51,0.0,0.0,90,1,0,5548,3047.409239919498
2224,,274.82,0.0,0.0,90,1,0,5194,3053.2297712640557
2225,,274.58,0.0,0.0,90,1,1,5142,4601.440319948802
2226,,274.79,0.0,0.0,90,1,1,4776,4605.383260537052
2227,,274.22,0.0,0.0,90,1,1,4004,4594.68099322609
2228,,274.15,0.0,0.0,90,1,0,3223,3040.6499131967857
2229,,273.84,0.0,0.0,90,1,0,3602,3034.829381852228
2230,,273.62,0.0,0.0,90,1,0,4040,3030.6986821883493
2231,,273.37,0.0,0.0,90,1,0,2433,3026.004705297577
2232,,273.35,0.0,0.0,90,4,0,1662,2541.606592553432
2233,,273.35,0.0,0.0,90,3,0,1662,2702.9474574177266
2234,,273.44,0.0,0.0,90,4,0,975,2543.2964242341095
2235,,273.44,0.0,0.0,90,3,0,975,2704.637289098404
2236,,273.0,0.0,0.0,90,4,0,420,2535.0350249063504
2237,,273.0,0.0,0.0,90,3,0,420,2696.375889770645
2238,,273.0,0.0,0.0,90,2,0,420,2857.716754634939
2239,,273.0,0.0,0.0,90,3,0,419,2696.375889770645
2240,,273.0,0.0,0.0,90,2,0,419,2857.716754634939
2241,,273.0,0.0,0.0,90,4,0,419,2535.0350249063504
2242,,272.44,0.0,0.0,90,4,0,490,2524.5205166710202
2243,,272.44,0.0,0.0,90,3,0,490,2685.8613815353146
2244,,272.44,0.0,0.0,90,2,0,490,2847.202246399609
2245,,272.5,0.0,0.0,90,4,0,740,2525.6470711248057
2246,,272.5,0.0,0.0,90,3,0,740,2686.9879359891
2247,,272.5,0.0,0.0,90,2,0,740,2848.3288008533946
2248,,272.36,0.0,0.0,75,4,1,1039,4006.242906739416
2249,,272.36,0.0,0.0,75,3,1,1039,4167.58377160371
2250,,272.36,0.0,0.0,75,2,1,1039,4328.924636468005
2251,,272.51,0.0,0.0,90,4,1,1607,4078.551596700325
2252,,272.51,0.0,0.0,90,3,1,1607,4239.892461564619
2253,,272.72,0.0,0.0,90,3,1,2559,4243.8354021528685
2254,,273.22,0.0,0.0,90,3,0,3400,2700.5065894345253
2255,,273.68,0.0,0.0,90,3,0,3810,2709.143506913546
2256,,274.42,0.0,0.0,90,3,0,4339,2723.0376785102317
2257,,274.42,0.0,0.0,90,3,0,4339,2723.0376785102317
2258,,274.79,0.0,0.0,90,3,0,4840,2729.984764308575
2259,,275.5,0.0,0.0,90,3,0,4749,2743.315658678368
2260,,275.43,0.0,0.0,90,3,0,4396,2742.0013451489513
2261,,275.36,0.0,0.0,90,3,0,4242,2740.6870316195354
2262,,275.36,0.0,0.0,90,3,0,4242,2740.6870316195354
2263,,275.15,0.0,0.0,90,3,1,4068,4289.460857531174
2264,,275.08,0.0,0.0,90,3,1,3571,4288.146544001757
2265,,275.08,0.0,0.0,90,3,1,2939,4288.146544001757
2266,,275.08,0.0,0.0,90,3,1,2939,4288.146544001757
2267,,274.72,0.0,0.0,90,3,0,2546,2728.6704507791583
2268,,274.72,0.0,0.0,90,3,0,2546,2728.6704507791583
2269,,274.35,0.0,0.0,90,3,0,2118,2721.723364980816
2270,,274.21,0.0,0.0,90,1,0,1523,3041.7764676505712
2271,,273.82,0.0,0.0,90,1,0,1000,3034.4538637009664
2272,,272.88,0.0,0.0,20,1,0,528,2692.5070927349125
2273,,272.02,0.0,0.0,1,1,0,360,2588.336227383824
2274,,271.02,0.0,0.0,1,1,0,228,2569.5603198207345
2275,,270.15,0.0,0.0,1,3,0,356,2230.5435505122587
2276,,269.15,0.0,0.0,1,1,0,851,2534.449372677758
2277,,268.82,0.0,0.0,1,1,0,2742,2528.253323181939
2278,,268.29,0.0,0.0,1,1,0,5331,2518.3020921735024
2279,,267.43,0.0,0.0,1,1,1,6336,4054.8715781691335
2280,,267.15,0.0,0.0,1,1,1,5668,4049.6143240514684
2281,,267.5,0.0,0.0,1,1,1,4693,4056.1858916985493
2282,,269.64,0.0,0.0,5,1,0,4213,2562.1808484040585
2283,,271.74,0.0,0.0,5,1,0,4265,2601.6102542865456
2284,,273.29,0.0,0.0,1,1,0,4666,2612.181629988948
2285,,275.15,0.0,0.0,1,1,0,4748,2647.104818056293
2286,,276.15,0.0,0.0,5,1,0,4554,2684.4120066397672
2287,,276.72,0.0,0.0,5,1,0,5784,2695.1142739507295
2288,,276.81,0.0,0.0,5,1,0,6655,2696.804105631407
2289,,277.08,0.0,0.0,1,1,1,6001,4236.059086152943
2290,,277.0,0.0,0.0,1,1,1,4388,4234.557013547896
2291,,276.35,0.0,0.0,5,1,1,3346,4240.883954652274
2292,,274.94,0.0,0.0,20,1,0,2806,2731.1854623148765
2293,,274.01,0.0,0.0,20,1,0,2301,2713.723868281203
2294,,273.02,0.0,0.0,1,1,0,2592,2607.112134946913
2295,,272.65,0.0,0.0,1,1,0,2003,2600.16504914857
2296,,271.95,0.0,0.0,1,1,0,666,2587.021913854408
2297,,271.29,0.0,0.0,1,1,0,414,2574.6298148627693
2298,,270.75,0.0,0.0,1,1,0,301,2564.4908247787016
2299,,270.15,0.0,0.0,1,1,0,380,2553.2252802408475
2300,,269.15,0.0,0.0,1,1,0,865,2534.449372677758
2301,,268.94,0.0,0.0,1,1,0,2872,2530.50643208951
2302,,268.29,0.0,0.0,1,1,0,5420,2518.3020921735024
2303,,267.65,0.0,0.0,1,1,1,6404,4059.002277833012
2304,,267.08,0.0,0.0,20,1,1,5880,4136.323595368884
2305,,267.15,0.0,0.0,1,1,1,5093,4049.6143240514684
2306,,269.21,0.0,0.0,20,1,0,4410,2623.5995119783756
2307,,270.51,0.0,0.0,1,1,0,4591,2559.9846069635596
2308,,271.88,0.0,0.0,40,1,0,4749,2766.3875902737527
2309,,272.61,0.0,0.0,1,1,0,5062,2599.4140128460467
2310,,273.55,0.0,0.0,75,1,0,5187,2959.8920648324865
2311,,273.86,0.0,0.0,1,1,0,5895,2622.8838972999083
2312,,274.61,0.0,0.0,1,1,0,6366,2636.9658279722253
2313,,274.93,0.0,0.0,5,1,1,5413,4214.222165912687
2314,,275.08,0.0,0.0,1,1,1,4470,4198.507271026764
2315,,274.58,0.0,0.0,1,1,1,3436,4189.11931724522
2316,,273.44,0.0,0.0,1,1,0,2933,2614.9980161234107
2317,,272.42,0.0,0.0,1,1,0,2736,2595.84659040906
2318,,271.75,0.0,0.0,1,1,0,3761,2583.26673234179
2319,,271.15,0.0,0.0,1,1,0,1287,2572.001187803937
2320,,270.29,0.0,0.0,1,1,0,665,2555.853907299681
2321,,269.82,0.0,0.0,1,1,0,340,2547.029230745028
2322,,269.48,0.0,0.0,1,1,0,285,2540.6454221735785
2323,,269.08,0.0,0.0,1,1,0,378,2533.1350591483424
2324,,268.65,0.0,0.0,1,1,0,903,2525.0614188962136
2325,,267.87,0.0,0.0,1,1,0,2785,2510.416210997005
2326,,267.35,0.0,0.0,1,1,0,5526,2500.6527390641986
2327,,267.15,0.0,0.0,1,1,1,6542,4049.6143240514684
2328,,267.75,0.0,0.0,1,1,1,5854,4060.8798685893216
2329,,268.68,0.0,0.0,20,1,1,5312,4166.365047469827
2330,,271.07,0.0,0.0,1,1,0,4511,2570.4991151988897
2331,,273.55,0.0,0.0,1,1,0,4825,2617.0633659553505
2332,,275.43,0.0,0.0,1,1,0,4908,2652.362072173958
2333,,276.58,0.0,0.0,1,1,0,5044,2673.95436587151
2334,,277.68,0.0,0.0,1,1,0,5251,2694.607864190909
2335,,278.62,0.0,0.0,1,1,0,5906,2712.2572173002127
2336,,279.68,0.0,0.0,1,1,0,6789,2732.1596793170866
2337,,279.88,0.0,0.0,40,1,1,6137,4469.311617278353
2338,,279.95,0.0,0.0,1,1,1,4718,4289.945940859008
2339,,279.35,0.0,0.0,5,1,1,3426,4297.211677341541
2340,,277.96,0.0,0.0,1,1,0,3115,2699.865118308573
2341,,276.23,0.0,0.0,1,1,0,2507,2667.3827982244293
2342,,274.94,0.0,0.0,1,1,0,1810,2643.1618774680446
2343,,273.95,0.0,0.0,1,1,0,1094,2624.5737289805857
2344,,273.29,0.0,0.0,1,1,0,577,2612.181629988948
2345,,273.53,0.0,0.0,1,1,0,354,2616.687847804088
2346,,272.65,0.0,0.0,1,1,0,259,2600.16504914857
2347,,271.37,0.0,0.0,1,3,0,910,2253.4501577392275
2348,,271.01,0.0,0.0,1,3,0,2797,2246.6908310165154
2349,,270.77,0.0,0.0,1,1,0,4965,2564.866342929963
2350,,269.94,0.0,0.0,1,1,1,6537,4101.999106152487
2351,,269.86,0.0,0.0,1,1,1,5907,4100.49703354744
2352,,270.55,0.0,0.0,5,1,1,5177,4131.983690786357
2353,,271.53,0.0,0.0,1,1,0,4675,2579.1360326779104
2354,,272.15,0.0,0.0,5,1,0,4905,2609.308376387411
2355,,273.08,0.0,0.0,5,1,0,5113,2626.7699704210845
2356,,273.95,0.0,0.0,5,1,0,5165,2643.1050100009716
2357,,274.65,0.0,0.0,1,1,0,5448,2637.7168642747483
2358,,275.15,0.0,0.0,5,1,0,5960,2665.636099076679
2359,,275.72,0.0,0.0,1,1,0,6586,2657.8070853672543
2360,,275.93,0.0,0.0,5,1,1,6279,4232.998073475776
2361,,275.42,0.0,0.0,5,1,1,4771,4223.4223606186015
2362,,274.82,0.0,0.0,1,1,1,3503,4193.6255350603615
2363,,273.55,0.0,0.0,5,1,0,3093,2635.5946469757364
2364,,272.73,0.0,0.0,5,1,0,2685,2620.1984027740036
2365,,271.94,0.0,0.0,1,3,0,2157,2264.152425050188
2366,,271.23,0.0,0.0,1,3,0,1205,2250.821530680396
2367,,271.01,0.0,0.0,1,3,0,661,2246.6908310165154
2368,,270.38,0.0,0.0,1,3,0,386,2234.8620092517695
2369,,268.75,0.0,0.0,1,3,0,287,2204.257279923934
2370,,268.02,0.0,0.0,1,3,0,793,2190.550867402879
2371,,268.08,0.0,0.0,1,3,0,2731,2191.6774218566643
2372,,267.37,0.0,0.0,1,3,0,4997,2178.3465274868713
2373,,266.73,0.0,0.0,1,3,1,6242,3719.046713146383
2374,,266.73,0.0,0.0,40,1,1,5574,4222.408432823732
2375,,267.62,0.0,0.0,1,1,1,4900,4058.4390006061203
2376,,270.0,0.0,0.0,40,1,0,4578,2731.088884055145
2377,,271.36,0.0,0.0,1,1,0,5056,2575.944128392186
2378,,272.61,0.0,0.0,75,1,0,5381,2942.2427117231828
2379,,273.84,0.0,0.0,1,1,0,5398,2622.508379148646
2380,,275.15,0.0,0.0,75,1,0,5594,2989.933516933429
2381,,276.15,0.0,0.0,75,1,0,5999,3008.7094244965174
2382,,276.72,0.0,0.0,75,1,0,6607,3019.4116918074797
2383,,276.69,0.0,0.0,1,1,1,6023,4228.736482203338
2384,,276.38,0.0,0.0,1,1,1,4952,4222.915950858781
2385,,275.8,0.0,0.0,1,1,1,4004,4212.025924472189
2386,,274.51,0.0,0.0,1,1,0,3503,2635.088237215916
2387,,273.22,0.0,0.0,1,1,0,3111,2610.867316459532
2388,,272.09,0.0,0.0,1,1,0,3079,2589.6505409132405
2389,,272.23,0.0,0.0,1,1,0,1903,2592.279167972073
2390,,272.85,0.0,0.0,1,1,0,1125,2603.9202306611887
2391,,272.3,0.0,0.0,1,1,0,621,2593.59348150149
2392,,271.58,0.0,0.0,1,1,0,498,2580.0748280560647
2393,,270.87,0.0,0.0,1,1,0,386,2566.7439336862717
2394,,269.29,0.0,0.0,1,1,0,391,2537.0779997365917
2395,,268.8,0.0,0.0,1,1,0,681,2527.8778050306773
2396,,267.96,0.0,0.0,1,1,0,1167,2512.106042677682
2397,,267.29,0.0,0.0,5,1,1,1895,4070.774232130687
2398,,266.76,0.0,0.0,5,1,1,3095,4060.8230011222495
2399,,268.41,0.0,0.0,5,1,1,3956,4091.803248601347
2400,,271.5,0.0,0.0,1,1,0,4651,2578.5727554510177
2401,,274.22,0.0,0.0,1,1,0,5278,2629.6432240226204
2402,,276.35,0.0,0.0,1,1,0,5798,2669.6359071320003
2403,,278.09,0.0,0.0,1,1,0,5686,2702.3059862917744
2404,,279.08,0.0,0.0,1,1,0,5616,2720.8941347792324
2405,,280.22,0.0,0.0,1,1,0,5217,2742.298669401155
2406,,280.86,0.0,0.0,5,1,0,4708,2772.8465312619182
2407,,280.72,0.0,0.0,1,1,1,4954,4304.403389682588
2408,,281.02,0.0,0.0,5,1,1,4595,4328.567442971899
2409,,280.65,0.0,0.0,5,1,1,3918,4321.620357173556
2410,,277.65,0.0,0.0,5,1,0,3534,2712.575867984401
2411,,275.95,0.0,0.0,1,1,0,3351,2662.125544106764
2412,,273.73,0.0,0.0,1,1,0,3739,2620.443029316707
2413,,272.75,0.0,0.0,1,1,0,2596,2602.0426399048793
2414,,271.37,0.0,0.0,1,1,0,1642,2576.1318874678163
2415,,270.3,0.0,0.0,1,1,0,1075,2556.0416663753113
2416,,269.76,0.0,0.0,1,1,0,719,2545.9026762912426
2417,,269.16,0.0,0.0,1,1,0,417,2534.6371317533903
2418,,268.69,0.0,0.0,1,1,0,321,2525.8124551987376
2419,,268.49,0.0,0.0,1,1,0,439,2522.0572736861204
2420,,268.22,0.0,0.0,1,1,0,761,2516.9877786440866
2421,,268.22,0.0,0.0,40,1,1,1020,4250.384535092735
2422,,268.09,0.0,0.0,75,1,1,1840,4410.092376037907
2423,,270.55,0.0,0.0,90,1,1,2776,4525.7734124695535
2424,,272.62,0.0,0.0,75,1,0,3658,2942.430470798814
2425,,274.65,0.0,0.0,90,1,0,4175,3050.0378669783304
2426,,276.29,0.0,0.0,90,1,0,4575,3080.830355381797
2427,,277.49,0.0,0.0,90,1,0,4713,3103.361444457504
2428,,278.15,0.0,0.0,90,1,0,4783,3115.753543449142
2429,,278.35,0.0,0.0,90,1,0,4797,3119.508724961761
2430,,278.15,0.0,0.0,90,1,0,4727,3115.753543449142
2431,,278.22,0.0,0.0,75,1,1,4649,4600.292319652001
2432,,278.29,0.0,0.0,90,1,1,3868,4671.098937007863
2433,,277.43,0.0,0.0,90,1,1,3174,4654.9516565036065
2434,,276.79,0.0,0.0,90,1,0,2692,3090.2183091633415
2435,,276.61,0.0,0.0,90,1,0,2068,3086.838645801986
2436,,276.29,0.0,0.0,90,1,0,1560,3080.830355381797
2437,,276.15,0.0,0.0,90,1,0,966,3078.2017283229634
2438,,275.72,0.0,0.0,75,1,0,540,3000.6357842443904
2439,,275.84,0.0,0.0,75,3,0,293,2680.2071634233716
2440,,275.22,0.0,0.0,75,1,0,254,2991.2478304628457
2441,,275.3,0.0,0.0,40,1,0,348,2830.6011941395172
2442,,274.81,0.0,0.0,90,1,0,819,3053.0420121884254
2443,,274.15,0.0,0.0,90,1,0,2788,3040.6499131967857
2444,,274.08,0.0,0.0,90,1,0,5370,3039.33559966737
2445,,273.37,0.0,0.0,90,1,1,6710,4578.721471797465
2446,,273.08,0.0,0.0,1,1,1,5983,4160.9554559005865
2447,,273.08,0.0,0.0,90,1,1,4958,4573.2764586041685
2448,,273.95,0.0,0.0,90,1,0,4320,3036.8947316841677
2449,,274.61,0.0,0.0,75,1,0,4551,2979.7945268493613
2450,,275.64,0.0,0.0,90,1,0,4636,3068.6260154657884
2451,,276.22,0.0,0.0,90,1,0,4712,3079.516041852381
2452,,277.34,0.0,0.0,75,1,0,4974,3031.0527544965935
2453,,277.82,0.0,0.0,1,1,0,5694,2697.2364912497405
2454,,278.15,0.0,0.0,90,1,0,6470,3115.753543449142
2455,,278.16,0.0,0.0,90,1,1,5955,4668.658069024662
2456,,277.69,0.0,0.0,90,1,1,4314,4659.833392470009
2457,,276.89,0.0,0.0,90,1,1,3201,4644.812666419538
2458,,276.15,0.0,0.0,90,1,0,2582,3078.2017283229634
2459,,275.35,0.0,0.0,90,1,0,2628,3063.181002272493
2460,,274.75,0.0,0.0,90,1,0,3231,3051.91545773464
2461,,274.22,0.0,0.0,90,1,0,1086,3041.9642267262025
2462,,273.55,0.0,0.0,90,1,0,556,3029.3843686589325
2463,,273.35,0.0,0.0,90,1,0,337,3025.6291871463154
2464,,272.55,0.0,0.0,90,1,0,247,3010.608461095844
2465,,272.42,0.0,0.0,40,1,0,353,2776.5265803578204
2466,,271.75,0.0,0.0,90,1,0,885,2995.587735045372
2467,,271.62,0.0,0.0,90,1,0,2867,2993.1468670621707
2468,,271.35,0.0,0.0,90,4,0,5619,2504.0547774272536
2469,,271.01,0.0,0.0,90,4,1,6426,4050.387735355691
2470,,270.36,0.0,0.0,90,4,1,5876,4038.1833954396834
2471,,270.68,0.0,0.0,90,4,1,5130,4044.1916858598715
2472,,270.68,0.0,0.0,90,3,1,5130,4205.532550724166
2473,,271.08,0.0,0.0,90,4,0,4406,2498.985282385219
2474,,271.08,0.0,0.0,90,3,0,4406,2660.3261472495133
2475,,271.08,0.0,0.0,90,3,0,4406,2660.3261472495133
2476,,271.08,0.0,0.0,90,4,0,4427,2498.985282385219
2477,,271.08,0.0,0.0,90,3,0,4427,2660.3261472495133
2478,,271.36,0.0,0.0,90,4,0,4600,2504.242536502885
2479,,271.36,0.0,0.0,90,3,0,4600,2665.5834013671792
2480,,272.08,0.0,0.0,90,4,0,4696,2517.761189948308
2481,,272.08,0.0,0.0,90,3,0,4696,2679.1020548126025
2482,,272.21,0.0,0.0,90,4,0,4958,2520.2020579315094
2483,,272.21,0.0,0.0,90,3,0,4958,2681.542922795804
2484,,272.21,0.0,0.0,90,2,0,4958,2842.8837876600983
2485,,272.21,0.0,0.0,90,3,0,4958,2681.542922795804
2486,,272.21,0.0,0.0,90,2,0,4958,2842.8837876600983
2487,,272.29,0.0,0.0,90,4,0,5690,2521.7041305365574
2488,,272.29,0.0,0.0,90,3,0,5690,2683.044995400852
2489,,272.29,0.0,0.0,90,3,0,5690,2683.044995400852
2490,,272.29,0.0,0.0,90,2,0,5690,2844.385860265146
2491,,272.46,0.0,0.0,90,4,0,6609,2524.8960348222818
2492,,272.46,0.0,0.0,90,3,0,6609,2686.236899686576
2493,,272.46,0.0,0.0,90,4,1,6097,4077.6128013221696
2494,,272.46,0.0,0.0,90,3,1,6097,4238.953666186464
2495,,272.22,0.0,0.0,90,4,1,4569,4073.1065835070294
2496,,272.0,0.0,0.0,90,4,1,3098,4068.975883843149
2497,,272.0,0.0,0.0,90,3,1,3098,4230.316748707443
2498,,271.61,0.0,0.0,90,4,0,2741,2508.936513393657
2499,,271.61,0.0,0.0,90,3,0,2741,2670.2773782579516
2500,,271.61,0.0,0.0,90,3,0,2741,2670.2773782579516
2501,,271.22,0.0,0.0,90,4,0,2517,2501.6139094440523
2502,,271.22,0.0,0.0,90,3,0,2517,2662.9547743083467
2503,,271.22,0.0,0.0,90,3,0,2517,2662.9547743083467
2504,,270.95,0.0,0.0,40,4,0,1621,2264.903401647196
2505,,270.95,0.0,0.0,40,3,0,1621,2426.2442665114904
2506,,269.94,0.0,0.0,1,1,0,1062,2549.282339652599
2507,,269.44,0.0,0.0,1,1,0,578,2539.8943858710545
2508,,269.15,0.0,0.0,1,1,0,335,2534.449372677758
2509,,268.55,0.0,0.0,1,1,0,261,2523.183828139906
2510,,268.01,0.0,0.0,1,3,0,353,2190.3631083272485
2511,,267.79,0.0,0.0,75,3,0,893,2529.061107540505
2512,,267.44,0.0,0.0,75,3,0,2950,2522.489539893423
2513,,267.22,0.0,0.0,90,3,0,5538,2587.8511440559905
2514,,267.65,0.0,0.0,90,1,1,6840,4471.323280536594
2515,,268.46,0.0,0.0,75,3,1,6218,4094.357732107662
2516,,268.46,0.0,0.0,75,4,1,6218,3933.0168672433674
2517,,269.29,0.0,0.0,90,3,1,5356,4179.434039211473
2518,,269.29,0.0,0.0,90,4,1,5356,4018.0931743471783
2519,,270.08,0.0,0.0,90,4,0,4551,2480.2093748221305
2520,,271.22,0.0,0.0,90,4,0,4807,2501.6139094440523
2521,,272.68,0.0,0.0,90,1,0,4993,3013.0493290790455
2522,,273.65,0.0,0.0,90,1,0,4879,3031.261959415241
2523,,274.22,0.0,0.0,40,1,0,5173,2810.323213971381
2524,,275.15,0.0,0.0,90,1,0,5863,3059.425820759875
2525,,275.51,0.0,0.0,75,1,0,6790,2996.692843656141
2526,,275.58,0.0,0.0,90,1,1,6310,4620.216227511891
2527,,275.49,0.0,0.0,75,1,1,4591,4549.034092004767
2528,,275.28,0.0,0.0,90,1,1,3493,4614.583455242964
2529,,274.87,0.0,0.0,90,1,0,2991,3054.16856664221
2530,,274.58,0.0,0.0,90,1,0,2592,3048.7235534489146
2531,,274.46,0.0,0.0,90,1,0,1664,3046.4704445413436
2532,,274.08,0.0,0.0,90,1,0,1093,3039.33559966737
2533,,274.0,0.0,0.0,90,1,0,609,3037.833527062323
2534,,273.36,0.0,0.0,90,1,0,346,3025.8169462219457
2535,,273.61,0.0,0.0,90,1,0,228,3030.510923112718
