,temp,rain_1h,snow_1h,clouds_all,weather_main,Rush Hour,traffic_volume,prediction
1004,279.75,0.0,0.0,1,1,0,6561,2736.619912840574
1005,279.15,0.0,0.0,75,2,1,5829,4573.227150499442
1006,277.86,0.0,0.0,75,2,1,4811,4547.889452927175
1007,276.87,0.0,0.0,1,1,1,3638,4233.43297001702
1008,276.15,0.0,0.0,75,2,0,3465,2960.9213322959085
1009,274.56,0.0,0.0,90,2,0,3215,3001.2938664545954
1010,274.28,0.0,0.0,90,2,0,2637,2995.79421116759
1011,274.35,0.0,0.0,90,2,0,1841,2997.169124989342
1012,274.65,0.0,0.0,90,2,0,1121,3003.061612796846
1013,274.01,0.0,0.0,90,2,0,672,2990.4909721408367
1014,272.95,0.0,0.0,40,2,0,476,2730.9951167594527
1015,271.68,0.0,0.0,40,2,0,373,2706.050251707684
1016,270.93,0.0,0.0,1,1,0,449,2563.3807712999405
1017,270.36,0.0,0.0,1,1,0,753,2552.185044465682
1018,269.79,0.0,0.0,1,1,0,1378,2540.9893176314235
1019,268.86,0.0,0.0,5,1,1,2158,4095.197604100238
1020,268.58,0.0,0.0,5,1,1,2848,4089.697948813233
1021,268.43,0.0,0.0,5,1,1,3629,4086.751704909482
1022,269.36,0.0,0.0,1,1,0,4325,2532.5434184406668
1023,271.08,0.0,0.0,20,2,0,4896,2598.794983374728
1024,272.08,0.0,0.0,1,1,0,5344,2585.9686412287074
1025,272.43,0.0,0.0,75,2,0,5304,2887.8544834828526
1026,272.79,0.0,0.0,90,2,0,5132,2966.528188390319
1027,272.69,0.0,0.0,40,2,0,5407,2725.888293992949
1028,272.95,0.0,0.0,5,1,0,5460,2622.15091441406
1029,272.15,0.0,0.0,5,1,1,5182,4159.818553722536
1030,270.73,0.0,0.0,1,1,1,5052,4112.833386223427
1031,269.62,0.0,0.0,5,1,1,4090,4110.125239879249
1032,268.48,0.0,0.0,5,1,0,3584,2534.3528460822436
1033,267.49,0.0,0.0,5,1,0,3350,2514.907636317478
1034,266.58,0.0,0.0,1,1,0,3070,2477.9396980911242
1035,265.75,0.0,0.0,90,2,0,2033,2828.2511411742116
1036,265.94,0.0,0.0,90,2,0,1260,2831.9830501189645
1037,266.0,0.0,0.0,90,2,0,791,2833.1615476804654
1038,265.86,0.0,0.0,90,9,0,653,2422.810050659862
1039,265.44,0.0,0.0,75,9,0,444,2342.9578481908957
1040,265.36,0.0,0.0,90,9,0,395,2412.9892376473545
1041,265.22,0.0,0.0,90,2,0,643,2817.8410793809544
1042,264.48,0.0,0.0,90,9,0,1058,2395.704606745341
1043,264.68,0.0,0.0,90,9,1,1666,3953.0138720788336
1044,264.22,0.0,0.0,90,9,1,2314,3943.9787241073273
1045,263.68,0.0,0.0,90,9,1,3024,3933.3722460538193
1046,263.87,0.0,0.0,90,9,0,3564,2383.7232148700823
1047,264.61,0.0,0.0,90,9,0,4065,2398.258018128594
1048,265.29,0.0,0.0,75,9,0,4506,2340.011604287143
1049,265.29,0.0,0.0,75,6,0,4506,2514.698034020187
1050,265.69,0.0,0.0,90,9,0,4784,2419.47097423561
1051,266.08,0.0,0.0,90,9,0,4895,2427.1312083853645
1052,266.21,0.0,0.0,90,9,0,4801,2429.6846197686173
1053,266.21,0.0,0.0,90,9,0,4716,2429.6846197686173
1054,265.68,0.0,0.0,90,9,1,4535,3972.655498103849
1055,265.35,0.0,0.0,90,9,1,3849,3966.1737615155944
1056,264.94,0.0,0.0,40,2,1,3221,4127.046632427571
1057,264.54,0.0,0.0,40,2,0,2554,2565.809041889076
1058,263.81,0.0,0.0,40,2,0,2082,2551.4706548908152
1059,263.01,0.0,0.0,1,1,0,1433,2407.819093181821
1060,261.94,0.0,0.0,1,1,0,877,2386.8025533350547
1061,261.54,0.0,0.0,1,1,0,482,2378.9459029250493
1062,260.79,0.0,0.0,1,1,0,335,2364.214683406288
1063,260.43,0.0,0.0,1,1,0,230,2357.143698037282
1064,259.86,0.0,0.0,1,1,0,353,2345.9479712030234
1065,259.44,0.0,0.0,1,1,0,888,2337.6984882725164
1066,258.94,0.0,0.0,1,1,0,2837,2327.8776752600097
1067,257.95,0.0,0.0,1,1,0,5488,2308.4324654952443
1068,257.15,0.0,0.0,1,1,1,6362,3846.1001048037215
1069,256.65,0.0,0.0,1,1,1,5438,3836.279291791214
1070,256.79,0.0,0.0,20,2,1,4715,3871.4970876057523
1071,257.55,0.0,0.0,5,1,0,4287,2319.669873628828
1072,259.08,0.0,0.0,5,1,0,4409,2349.7215614471006
1073,260.41,0.0,0.0,5,1,0,4725,2375.8449240603713
1074,261.22,0.0,0.0,1,1,0,4578,2372.6605825970446
1075,262.22,0.0,0.0,1,1,0,5030,2392.30220862206
1076,263.15,0.0,0.0,5,1,0,5527,2429.6629793689117
1077,263.8,0.0,0.0,1,1,0,6285,2423.3359777415826
1078,263.73,0.0,0.0,5,1,1,6023,3994.4360625919107
1079,262.69,0.0,0.0,5,1,1,4286,3974.008771525894
1080,260.96,0.0,0.0,1,1,1,3448,3920.934699959029
1081,259.9,0.0,0.0,1,1,0,2957,2346.7336362440237
1082,258.63,0.0,0.0,5,1,0,2657,2340.882829735844
1083,257.76,0.0,0.0,1,1,0,1955,2304.7005565504915
1084,257.03,0.0,0.0,1,1,0,1185,2290.3621695522297
1085,256.42,0.0,0.0,1,1,0,588,2278.380777676972
1086,255.95,0.0,0.0,1,1,0,330,2269.1492134452137
1087,255.42,0.0,0.0,1,1,0,249,2258.7391516519556
1088,255.02,0.0,0.0,1,1,0,371,2250.88250124195
1089,254.76,0.0,0.0,1,1,0,910,2245.7756784754456
1090,254.49,0.0,0.0,1,1,0,2876,2240.472439448692
1091,255.3,0.0,0.0,1,1,0,5585,2256.3821565289545
1092,255.58,0.0,0.0,1,9,1,6405,3349.4322726563323
1093,255.69,0.0,0.0,20,9,1,5489,3442.289629601133
1094,257.93,0.0,0.0,75,2,1,4462,4156.431846248623
1095,259.95,0.0,0.0,75,2,0,4388,2642.726990690663
1096,261.61,0.0,0.0,75,2,0,4432,2675.3320898921893
1097,263.01,0.0,0.0,90,2,0,4783,2774.4330858656704
1098,264.82,0.0,0.0,90,2,0,4801,2809.984428970948
1099,265.89,0.0,0.0,1,1,0,5195,2464.3869761338638
1100,266.95,0.0,0.0,90,2,0,5701,2851.8210924042296
1101,267.58,0.0,0.0,1,1,0,6838,2497.5813241161395
1102,268.62,0.0,0.0,1,1,1,5944,4071.389555310645
1103,269.38,0.0,0.0,1,1,1,4589,4086.3171910896563
1104,269.72,0.0,0.0,1,1,1,3090,4092.9953439381625
1105,270.09,0.0,0.0,1,1,0,2885,2546.8818054389276
1106,270.55,0.0,0.0,90,2,0,2490,2922.5309460942844
1107,271.01,0.0,0.0,1,1,0,2261,2564.9521013819412
1108,271.48,0.0,0.0,75,2,0,1430,2869.1949387590885
1109,271.86,0.0,0.0,40,2,0,628,2709.585744392187
1110,272.22,0.0,0.0,75,2,0,381,2883.7297420176
1111,272.22,0.0,0.0,90,9,0,376,2547.7307921789597
1112,272.22,0.0,0.0,90,7,0,376,2664.188412000988
1113,272.22,0.0,0.0,90,4,0,376,2838.874841734032
1114,272.29,0.0,0.0,90,9,0,982,2549.1057060007097
1115,272.29,0.0,0.0,90,4,0,982,2840.249755555783
1116,272.69,0.0,0.0,75,4,0,2534,2776.503686427328
1117,272.69,0.0,0.0,75,9,0,2534,2485.3596368722556
1118,272.15,0.0,0.0,1,1,0,5081,2587.3435550504582
1119,271.22,0.0,0.0,1,1,1,5675,4122.457782975685
1120,269.35,0.0,0.0,1,1,1,5155,4085.7279423089058
1121,268.01,0.0,0.0,1,1,1,5210,4059.408163435386
1122,268.08,0.0,0.0,5,1,0,4379,2526.4961956722364
1123,268.07,0.0,0.0,5,9,0,4546,2060.46930012387
1124,269.15,0.0,0.0,1,1,0,4885,2528.4186769754133
1125,269.72,0.0,0.0,1,1,0,5021,2539.6144038096727
1126,270.61,0.0,0.0,1,1,0,5212,2557.095450971936
1127,270.72,0.0,0.0,1,1,0,5941,2559.256029834688
1128,271.15,0.0,0.0,75,2,0,6818,2862.713202170833
1129,270.8,0.0,0.0,90,2,1,6351,4480.822292729028
1130,271.08,0.0,0.0,90,2,1,4559,4486.3219480160315
1131,270.55,0.0,0.0,90,9,1,3400,4068.3102168456726
1132,269.75,0.0,0.0,90,9,0,2856,2499.215975897172
1133,269.75,0.0,0.0,90,4,0,2856,2790.3600254522444
1134,267.81,0.0,0.0,90,9,0,2564,2461.1112214086425
1135,267.81,0.0,0.0,90,4,0,2564,2752.255270963715
1136,264.72,0.0,0.0,90,9,0,1739,2400.418596991345
1137,264.72,0.0,0.0,90,6,0,1739,2575.105026724389
1138,262.35,0.0,0.0,1,6,0,1402,2103.7115704502394
1139,259.89,0.0,0.0,75,2,0,716,2641.548493129163
1140,258.15,0.0,0.0,20,6,0,363,2111.9135192272242
1141,256.87,0.0,0.0,40,2,0,285,2415.15777027721
1142,255.94,0.0,0.0,1,1,0,362,2268.952797184964
1143,255.15,0.0,0.0,1,1,0,936,2253.435912625202
1144,254.84,0.0,0.0,40,2,0,2861,2375.285269446429
1145,254.08,0.0,0.0,40,2,0,5410,2360.3576336674178
1146,253.92,0.0,0.0,1,1,1,6303,3782.6576527429224
1147,253.44,0.0,0.0,1,1,1,5332,3773.2296722509145
1148,253.65,0.0,0.0,5,1,1,5000,3796.448472259757
1149,254.48,0.0,0.0,1,1,0,4438,2240.2760231884413
1150,255.5,0.0,0.0,1,1,0,4717,2260.310481733957
1151,256.08,0.0,0.0,1,1,0,4843,2271.7026248284656
1152,256.88,0.0,0.0,1,1,0,5099,2287.415925648478
1153,257.93,0.0,0.0,1,1,0,5402,2308.0396329747446
1154,258.42,0.0,0.0,1,1,0,5961,2317.6640297270014
1155,259.08,0.0,0.0,1,1,0,6636,2330.6275029035114
1156,258.69,0.0,0.0,1,1,1,6375,3876.3482088822457
1157,257.69,0.0,0.0,5,1,1,4723,3875.8006414008196
1158,257.08,0.0,0.0,1,1,1,3595,3844.7251909819697
1159,256.51,0.0,0.0,1,1,0,3133,2280.1485240192224
1160,255.86,0.0,0.0,40,2,0,2807,2395.319727991945
1161,255.02,0.0,0.0,1,1,0,2165,2250.88250124195
1162,254.58,0.0,0.0,1,1,0,1483,2242.2401857909435
1163,253.92,0.0,0.0,1,1,0,926,2229.2767126144336
1164,252.75,0.0,0.0,1,1,0,521,2206.296010165166
1165,252.22,0.0,0.0,1,1,0,422,2195.885948371908
1166,251.43,0.0,0.0,1,1,0,439,2180.369063812146
1167,250.46,0.0,0.0,1,1,0,922,2161.3166865678813
1168,250.35,0.0,0.0,1,1,0,2731,2159.156107705129
1169,250.35,0.0,0.0,1,1,0,5041,2159.156107705129
1170,250.02,0.0,0.0,1,1,1,5843,3706.0553112453636
1171,250.16,0.0,0.0,1,1,1,5149,3708.8051388888653
1172,250.15,0.0,0.0,1,1,1,4963,3708.6087226286163
1173,253.07,0.0,0.0,20,2,0,4379,2245.0492986642057
1174,255.22,0.0,0.0,1,1,0,4932,2254.810826446953
1175,257.14,0.0,0.0,75,2,0,5104,2587.534021560371
1176,258.29,0.0,0.0,75,2,0,5378,2610.1218914891388
1177,259.3,0.0,0.0,40,2,0,5487,2462.8869215179966
1178,259.95,0.0,0.0,75,2,0,6080,2642.726990690663
1179,260.44,0.0,0.0,90,2,0,6646,2723.9541069813813
1180,260.49,0.0,0.0,90,9,1,5891,3870.7154590340206
1181,260.62,0.0,0.0,90,9,1,4691,3873.2688704172724
1182,260.62,0.0,0.0,90,9,1,3790,3873.2688704172724
1183,260.51,0.0,0.0,90,9,0,3216,2317.7273514260305
1184,260.72,0.0,0.0,90,9,0,3818,2321.852092891286
1185,261.16,0.0,0.0,90,9,0,3788,2330.4944083422924
1186,261.51,0.0,0.0,90,9,0,2020,2337.368977451046
1187,261.79,0.0,0.0,90,9,0,1368,2342.868632738051
1188,262.08,0.0,0.0,90,9,0,926,2348.564704285305
1189,261.93,0.0,0.0,90,2,0,631,2753.2201297586544
1190,262.22,0.0,0.0,90,2,0,471,2758.9162013059095
1191,262.29,0.0,0.0,90,2,0,519,2760.2911151276603
1192,262.36,0.0,0.0,90,2,0,783,2761.666028949411
1193,262.43,0.0,0.0,40,2,0,1320,2524.3652109762943
1194,262.44,0.0,0.0,90,9,1,1839,3909.0166297828
1195,262.3,0.0,0.0,90,9,1,2552,3906.2668021392983
1196,262.3,0.0,0.0,90,4,1,2552,4197.410851694371
1197,262.3,0.0,0.0,90,6,1,2552,4080.9532318723413
1198,262.79,0.0,0.0,90,9,1,3168,3915.891198891556
1199,262.79,0.0,0.0,90,4,1,3168,4207.035248446628
1200,263.22,0.0,0.0,90,9,0,3572,2370.956157953822
1201,263.22,0.0,0.0,90,4,0,3572,2662.1002075088954
1202,264.36,0.0,0.0,90,9,0,3838,2393.347611622339
1203,264.36,0.0,0.0,90,4,0,3838,2684.4916611774124
1204,264.79,0.0,0.0,90,9,0,3924,2401.793510813097
1205,264.79,0.0,0.0,90,4,0,3924,2692.937560368169
1206,264.86,0.0,0.0,90,9,0,3562,2403.168424634847
1207,264.86,0.0,0.0,90,4,0,3562,2694.31247418992
1208,264.79,0.0,0.0,90,9,0,3572,2401.793510813097
1209,264.79,0.0,0.0,90,7,0,3572,2518.2511306351253
1210,264.86,0.0,0.0,90,9,0,3716,2403.168424634847
1211,264.86,0.0,0.0,90,4,0,3716,2694.31247418992
1212,264.51,0.0,0.0,90,9,0,3752,2396.2938555260916
1213,264.51,0.0,0.0,90,4,0,3752,2687.437905081165
1214,264.51,0.0,0.0,90,6,0,3752,2570.9802852591356
1215,264.08,0.0,0.0,90,9,1,3652,3941.2288964638246
1216,264.08,0.0,0.0,90,4,1,3652,4232.372946018897
1217,263.65,0.0,0.0,90,9,1,3763,3932.782997273068
1218,263.69,0.0,0.0,90,9,1,3301,3933.568662314069
1219,263.15,0.0,0.0,90,9,0,2632,2369.5812441320704
1220,262.44,0.0,0.0,90,9,0,2454,2355.635689654311
1221,262.44,0.0,0.0,90,4,0,2454,2646.7797392093835
1222,262.15,0.0,0.0,90,9,0,2892,2349.939618107055
1223,262.15,0.0,0.0,90,4,0,2892,2641.0836676621284
1224,261.49,0.0,0.0,90,9,0,2935,2336.976144930546
1225,261.49,0.0,0.0,90,4,0,2935,2628.1201944856193
1226,261.49,0.0,0.0,90,6,0,2935,2511.66257466359
1227,260.44,0.0,0.0,75,9,0,1536,2244.7497180658193
1228,260.44,0.0,0.0,75,4,0,1536,2535.8937676208925
1229,260.44,0.0,0.0,75,6,0,1536,2419.436147798863
1230,259.58,0.0,0.0,40,9,0,986,2060.7849074279
1231,259.58,0.0,0.0,40,4,0,986,2351.9289569829725
1232,259.58,0.0,0.0,40,6,0,986,2235.471337160943
1233,258.22,0.0,0.0,1,6,0,670,2022.5916549669264
1234,256.94,0.0,0.0,90,2,0,520,2655.2084158938287
1235,256.01,0.0,0.0,1,1,0,524,2270.3277110067147
1236,255.62,0.0,0.0,1,1,0,648,2262.667476856959
1237,255.01,0.0,0.0,1,1,0,1046,2250.6860849816994
1238,253.82,0.0,0.0,1,1,1,1320,3780.69349014042
1239,252.42,0.0,0.0,1,1,1,1857,3753.1952137053995
1240,251.72,0.0,0.0,1,1,1,2449,3739.446075487889
1241,251.93,0.0,0.0,1,1,0,3225,2190.1898768246538
1242,253.01,0.0,0.0,1,1,0,3452,2211.4028329316698
1243,254.29,0.0,0.0,1,6,0,3735,1945.400064688616
1244,255.08,0.0,0.0,1,1,0,3801,2252.060998803451
1245,255.95,0.0,0.0,1,1,0,3686,2269.1492134452137
1246,256.36,0.0,0.0,5,6,0,3508,2005.1522891039876
1247,256.86,0.0,0.0,5,1,0,3630,2306.1171516715676
1248,256.94,0.0,0.0,1,1,1,2975,3841.975363338468
1249,256.02,0.0,0.0,5,1,1,2052,3842.9991259390426
1250,255.09,0.0,0.0,1,1,1,1720,3805.63835519219
1251,254.35,0.0,0.0,5,1,0,1855,2256.8166703487786
1252,254.23,0.0,0.0,1,1,0,2438,2235.3656166821875
1253,254.15,0.0,0.0,5,1,0,2382,2252.888345143776
1254,253.65,0.0,0.0,5,1,0,1321,2243.0675321312683
1255,253.5,0.0,0.0,5,1,0,836,2240.121288227516
1256,253.0,0.0,0.0,1,1,0,505,2211.20641667142
1257,252.37,0.0,0.0,1,1,0,411,2198.8321922756604
1258,252.15,0.0,0.0,5,1,0,429,2213.6050930937463
1259,252.22,0.0,0.0,1,1,0,925,2195.885948371908
1260,252.44,0.0,0.0,5,1,0,2657,2219.3011646410005
1261,253.15,0.0,0.0,1,1,0,4846,2214.1526605751715
1262,253.73,0.0,0.0,1,1,1,6026,3778.9257437981705
1263,254.36,0.0,0.0,1,1,1,6048,3791.299968193929
1264,255.01,0.0,0.0,1,1,1,4893,3804.067025110189
1265,256.51,0.0,0.0,1,1,0,4124,2280.1485240192224
1266,258.41,0.0,0.0,75,2,0,4470,2612.4788866121407
1267,260.36,0.0,0.0,75,9,0,4450,2243.1783879838185
1268,261.86,0.0,0.0,90,9,0,4303,2344.243546559803
1269,262.68,0.0,0.0,75,9,0,4884,2288.746960361854
1270,262.95,0.0,0.0,40,9,0,5441,2126.977187132201
1271,262.95,0.0,0.0,40,6,0,5441,2301.663616865244
1272,263.02,0.0,0.0,20,9,0,6091,2032.8818082360049
1273,263.02,0.0,0.0,20,6,0,6091,2207.568237969048
1274,262.75,0.0,0.0,1,9,1,5912,3490.2627312556906
1275,261.56,0.0,0.0,1,1,1,4263,3932.719675574039
1276,260.03,0.0,0.0,1,1,1,3098,3902.6679877557654
1277,259.8,0.0,0.0,1,1,0,2587,2344.7694736415224
1278,258.81,0.0,0.0,5,1,0,2136,2344.418322420346
1279,257.75,0.0,0.0,1,1,0,1459,2304.5041402902416
1280,256.58,0.0,0.0,1,1,0,887,2281.523437840973
1281,255.81,0.0,0.0,1,1,0,468,2266.399385801712
1282,254.61,0.0,0.0,1,1,0,334,2242.829434571694
1283,253.81,0.0,0.0,1,1,0,237,2227.1161337516814
1284,253.08,0.0,0.0,1,1,0,339,2212.7777467534206
1285,252.02,0.0,0.0,1,1,0,850,2191.9576231669053
1286,251.36,0.0,0.0,1,1,0,2801,2178.9941499903953
1287,250.15,0.0,0.0,1,1,0,5434,2155.2277825001265
1288,249.35,0.0,0.0,1,4,1,6067,3518.2089920755598
1289,249.23,0.0,0.0,5,4,1,5009,3534.946055496147
1290,250.21,0.0,0.0,5,1,1,5190,3728.8812787337065
1291,253.0,0.0,0.0,5,1,0,4290,2230.300475215009
1292,255.0,0.0,0.0,1,9,0,4309,1784.6591894333342
1293,257.33,0.0,0.0,5,1,0,4741,2315.348715903324
1294,259.35,0.0,0.0,20,2,0,4621,2368.398710101301
1295,260.15,0.0,0.0,1,1,0,4987,2351.6440427502775
1296,260.41,0.0,0.0,5,1,0,5710,2375.8449240603713
1297,260.22,0.0,0.0,5,1,0,6770,2372.1130151156185
1298,259.68,0.0,0.0,40,2,1,6207,4023.731679535991
1299,259.15,0.0,0.0,75,2,1,4612,4180.39462999914
1300,259.45,0.0,0.0,90,2,1,3217,4257.889837345107
1301,259.29,0.0,0.0,90,2,0,2634,2701.3662370526145
1302,259.29,0.0,0.0,90,2,0,2407,2701.3662370526145
1303,259.36,0.0,0.0,90,9,0,1652,2295.1394814972646
1304,259.28,0.0,0.0,90,9,0,1120,2293.568151415262
1305,259.22,0.0,0.0,90,9,0,549,2292.389653853763
1306,259.21,0.0,0.0,90,9,0,346,2292.193237593512
1307,259.21,0.0,0.0,90,4,0,346,2583.3372871485844
1308,259.15,0.0,0.0,90,9,0,259,2291.014740032011
1309,259.15,0.0,0.0,90,4,0,259,2582.1587895870834
1310,259.21,0.0,0.0,90,9,0,337,2292.193237593512
1311,259.21,0.0,0.0,90,4,0,337,2583.3372871485844
1312,259.22,0.0,0.0,90,9,0,865,2292.389653853763
1313,259.22,0.0,0.0,90,4,0,865,2583.533703408835
1314,258.84,0.0,0.0,75,9,0,2776,2213.323116425796
1315,258.84,0.0,0.0,75,4,0,2776,2504.4671659808682
1316,256.81,0.0,0.0,75,9,0,4899,2173.450615595015
1317,255.08,0.0,0.0,1,4,1,4967,3630.755509198897
1318,255.08,0.0,0.0,1,9,1,4967,3339.6114596438247
1319,253.55,0.0,0.0,5,4,1,4915,3619.797879924213
1320,253.55,0.0,0.0,5,9,1,4915,3328.6538303691405
1321,255.07,0.0,0.0,5,9,1,5343,3358.509101927163
1322,255.07,0.0,0.0,5,4,1,5343,3649.6531514822354
1323,257.99,0.0,0.0,1,9,0,4364,1843.3876512481293
1324,260.01,0.0,0.0,5,1,0,4466,2367.988273650364
1325,261.27,0.0,0.0,40,2,0,4697,2501.5809247872758
1326,262.21,0.0,0.0,40,2,0,4833,2520.04405325079
1327,262.93,0.0,0.0,40,2,0,5095,2534.186023988802
1328,263.28,0.0,0.0,20,2,0,5658,2445.5903003796093
1329,263.29,0.0,0.0,20,2,0,6531,2445.78671663986
1330,262.55,0.0,0.0,20,2,1,6117,3984.6328535098382
1331,260.94,0.0,0.0,40,2,1,4394,4048.48012832751
1332,259.57,0.0,0.0,40,2,1,3307,4021.57110067324
1333,258.68,0.0,0.0,40,2,0,3037,2450.709113382487
1334,258.8,0.0,0.0,1,1,0,2463,2325.127847616507
1335,259.0,0.0,0.0,75,2,0,1653,2624.067445966899
1336,259.43,0.0,0.0,90,2,0,973,2704.116064696116
1337,259.76,0.0,0.0,75,2,0,573,2638.9950817459103
1338,259.91,0.0,0.0,90,2,0,315,2713.544045188124
1339,259.28,0.0,0.0,90,2,0,233,2701.1698207923637
1340,258.92,0.0,0.0,90,2,0,340,2694.0988354233587
1341,257.86,0.0,0.0,40,2,0,882,2434.6029800419747
1342,255.95,0.0,0.0,1,9,0,2830,1803.3187341570974
1343,256.22,0.0,0.0,1,9,0,5449,1808.6219731838537
1344,255.3,0.0,0.0,1,9,1,5954,3343.932617369328
1345,255.01,0.0,0.0,40,9,1,5395,3524.4036166220694
1346,256.35,0.0,0.0,40,4,1,5192,3841.8674450506633
1347,256.35,0.0,0.0,40,9,1,5192,3550.723395495591
1348,258.71,0.0,0.0,40,4,0,4477,2334.840742341209
1349,258.71,0.0,0.0,40,6,0,4477,2218.38312251918
1350,260.48,0.0,0.0,75,2,0,4686,2653.137052483922
1351,261.61,0.0,0.0,75,9,0,4896,2267.7304205150886
1352,262.75,0.0,0.0,75,2,0,4907,2697.7235435607063
1353,263.43,0.0,0.0,75,2,0,4988,2711.079849257717
1354,263.48,0.0,0.0,75,2,0,5852,2712.061930558967
1355,263.22,0.0,0.0,75,2,0,6883,2706.9551077924634
1356,262.75,0.0,0.0,90,2,1,6278,4322.707203227656
1357,262.41,0.0,0.0,90,2,1,4550,4316.029050379151
1358,262.0,0.0,0.0,90,2,1,3494,4307.975983708895
1359,261.86,0.0,0.0,90,2,0,3094,2751.8452159369035
1360,261.61,0.0,0.0,90,2,0,3530,2746.9348094306497
1361,261.22,0.0,0.0,90,2,0,3197,2739.274575280894
1362,261.01,0.0,0.0,90,9,0,1305,2327.548164438538
1363,261.01,0.0,0.0,90,6,0,1305,2502.234594171582
1364,260.72,0.0,0.0,90,9,0,660,2321.852092891286
1365,260.61,0.0,0.0,90,9,0,389,2319.6915140285328
1366,260.58,0.0,0.0,75,9,0,287,2247.499545709321
1367,259.72,0.0,0.0,90,9,0,340,2302.2104668662705
1368,259.36,0.0,0.0,1,1,0,826,2336.1271581905157
1369,257.95,0.0,0.0,1,1,0,2651,2308.4324654952443
1370,256.88,0.0,0.0,1,1,0,5319,2287.415925648478
1371,256.01,0.0,0.0,40,2,1,6499,3951.6469120241854
1372,255.15,0.0,0.0,20,2,1,5467,3839.284820924726
1373,255.76,0.0,0.0,5,1,1,4975,3837.892303172539
1374,256.79,0.0,0.0,5,1,0,4513,2304.742237849817
1375,257.72,0.0,0.0,1,1,0,4913,2303.914891509491
1376,258.72,0.0,0.0,1,1,0,5335,2323.5565175345064
1377,259.79,0.0,0.0,1,1,0,5340,2344.5730573812725
1378,260.5,0.0,0.0,1,1,0,5429,2358.5186118590327
1379,261.08,0.0,0.0,20,2,0,5861,2402.378723124576
1380,261.21,0.0,0.0,20,2,0,6347,2404.932134507828
1381,260.75,0.0,0.0,20,2,1,5833,3949.2779266648104
1382,259.79,0.0,0.0,75,2,1,5021,4192.9652706551515
1383,258.43,0.0,0.0,40,2,1,3804,3999.179647004723
1384,258.3,0.0,0.0,40,2,0,3095,2443.2452954929813
1385,257.14,0.0,0.0,40,2,0,3092,2420.4610093039637
1386,257.99,0.0,0.0,1,1,0,2485,2309.2181305362456
1387,257.86,0.0,0.0,1,1,0,2126,2306.664719152993
1388,257.62,0.0,0.0,1,1,0,1102,2301.9507289069898
1389,257.48,0.0,0.0,1,1,0,603,2299.200901263487
1390,257.57,0.0,0.0,1,1,0,438,2300.9686476057386
1391,257.08,0.0,0.0,1,1,0,330,2291.344250853481
1392,256.88,0.0,0.0,1,1,0,389,2287.415925648478
1393,256.36,0.0,0.0,1,1,0,688,2277.202280115471
1394,255.43,0.0,0.0,1,1,0,1164,2258.9355679122064
1395,254.58,0.0,0.0,5,1,1,1911,3814.7151844630225
1396,253.68,0.0,0.0,5,1,1,3115,3797.0377210405077
1397,254.5,0.0,0.0,1,1,1,3653,3794.049795837431
1398,255.99,0.0,0.0,1,1,0,4161,2269.934878486215
1399,257.64,0.0,0.0,1,1,0,4514,2302.3435614274895
1400,259.81,0.0,0.0,1,1,0,5237,2344.9658899017722
1401,260.43,0.0,0.0,1,1,0,4925,2357.143698037282
1402,261.43,0.0,0.0,1,1,0,5173,2376.785324062297
1403,262.29,0.0,0.0,1,1,0,5030,2393.6771224438107
1404,262.61,0.0,0.0,5,1,0,4841,2419.0565013154046
1405,262.21,0.0,0.0,20,2,1,4808,3977.954700661332
1406,261.15,0.0,0.0,20,2,1,4803,3957.1345770748158
1407,259.28,0.0,0.0,20,2,1,4346,3920.404736408038
1408,258.22,0.0,0.0,1,1,0,3448,2313.7357045219987
1409,257.65,0.0,0.0,5,1,0,3962,2321.6340362313285
1410,255.81,0.0,0.0,1,1,0,4180,2266.399385801712
1411,255.43,0.0,0.0,1,1,0,2459,2258.9355679122064
1412,255.15,0.0,0.0,1,1,0,1367,2253.435912625202
1413,254.82,0.0,0.0,1,1,0,761,2246.9541760369466
1414,254.48,0.0,0.0,1,1,0,488,2240.2760231884413
1415,254.22,0.0,0.0,1,1,0,302,2235.1692004219376
1416,254.15,0.0,0.0,1,1,0,254,2233.7942866001868
1417,254.08,0.0,0.0,1,1,0,431,2232.419372778436
1418,253.48,0.0,0.0,1,1,0,789,2220.634397163427
1419,253.15,0.0,0.0,5,1,1,1607,3786.6276592472495
1420,252.55,0.0,0.0,20,2,1,2817,3788.216593259687
1421,254.93,0.0,0.0,5,1,1,3358,3821.5897535717777
1422,257.14,0.0,0.0,5,1,0,3869,2311.616806958571
1423,259.07,0.0,0.0,5,1,0,4223,2349.5251451868508
1424,260.85,0.0,0.0,5,1,0,4950,2384.487239511378
1425,262.6,0.0,0.0,5,1,0,4637,2418.8600850551547
1426,264.74,0.0,0.0,5,1,0,4886,2460.893164748686
1427,265.86,0.0,0.0,5,1,0,4629,2482.8917858967034
1428,266.5,0.0,0.0,5,1,0,4678,2495.4624265527127
1429,266.42,0.0,0.0,1,1,1,4276,4028.1779780556117
1430,265.55,0.0,0.0,1,1,1,3846,4011.089763413849
1431,264.22,0.0,0.0,1,1,1,2903,3984.9664008005784
1432,262.61,0.0,0.0,1,1,0,2435,2399.9624427718154
1433,261.81,0.0,0.0,5,1,0,1902,2403.343200495392
1434,261.15,0.0,0.0,1,1,0,1372,2371.285668775292
1435,260.68,0.0,0.0,1,1,0,865,2362.0541045435357
